introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145609.1:5250353-5278080,21.06,30.2,14.54,29.98,LOC105441658,angiopoietin-1 receptor-like,16457,4390,26.675578781065806,NW_022145609.1:5273690-5290147,ECB-GENEPAGE-23131404,Sp-Tie2L_4|SPU_004830,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145598.1:13444926-13472010,23.04,33.46,11.36,7.66,LOC115923193,deleted in malignant brain tumors 1 protein-like,8403,8403,100.0,NW_022145598.1:13453294-13461697,ECB-GENEPAGE-23059419,SPU_001230|Sp-Srcr214|SPU_026709|Sp-Srcr12|SPU_001177,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145598.1:13444926-13472010,23.04,33.46,11.36,7.66,LOC115923194,toll-like receptor 4,1383,1383,100.0,NW_022145598.1:13467198-13468581,ECB-GENEPAGE-23059423,Sp-TlrP73|SPU_030129,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:3436857-3462657,30.19,48.71,20.41,29.23,LOC115927391,uncharacterized LOC115927391,2403,1171,48.730753225135246,NW_022145606.1:3461486-3463889,ECB-GENEPAGE-23114643,Sp-Hypp_1914|SPU_010397|hypothetical protein-1914,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:48459092-48459171,96.65,47.49,35.39,93.3,LOC584387,transmembrane emp24 domain-containing protein 1,11106,79,0.7113272105168378,NW_022145606.1:48451423-48462529,ECB-GENEPAGE-23121794,Sp-Tmed5|SPU_002936|transmembrane emp24 protein transport domain containing 5|LOC110983152,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:48491308-48495451,19.34,40.34,25.81,84.95,LOC105440679,uncharacterized LOC105440679,57970,4143,7.146800069001208,NW_022145606.1:48482747-48540717,ECB-GENEPAGE-23121800,Sp-RtL_2|SPU_016030|reverse transcriptase-like-2|Sp-Nlr138_1|SPU_016810|NACHT and LRR containing protein|SPU_000235|SPU_011412,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145606.1:9650259-9674690,22.22,23.44,9.34,7.79,LOC105440863,integumentary mucin A.1-like,4850,4850,100.0,NW_022145606.1:9650363-9655213,ECB-GENEPAGE-23115566,Sp-CspeN3c|SPU_009653,partially curated,n/a,n/a,n/a,"Apoptosis,Apoptosis_Caspase,Apoptosis_Caspase"
NW-022145606.1:9650259-9674690,22.22,23.44,9.34,7.79,LOC105440861,caspase-3-like,10877,10877,100.0,NW_022145606.1:9655969-9666846,ECB-GENEPAGE-23115570,n/a,partially curated,n/a,"GO:0004197,GO:0006508",n/a,n/a
NW-022145609.1:6634527-6658590,11.82,26.36,11.39,9.95,LOC105437314,angiopoietin-1 receptor-like,13952,13133,94.12987385321101,NW_022145609.1:6633708-6647660,ECB-GENEPAGE-23131679,Sp-Endrvt56|SPU_001429|endonuclease-reverse transcriptase-56,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:6634527-6658590,11.82,26.36,11.39,9.95,LOC115928778,ephrin type-A receptor 8-like,3386,3386,100.0,NW_022145609.1:6648829-6652215,ECB-GENEPAGE-23131683,Sp-Fn3_12|SPU_000748,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:12299457-12323340,17.49,26.79,12.03,14.68,LOC115929146,pre-mRNA-splicing factor SYF1-like,42622,21590,50.65459152550326,NW_022145610.1:12278425-12321047,ECB-GENEPAGE-23140796,Sp-Xab2|SPU_025110|XPA binding protein 2,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:30977437-30977446,16.22,34.67,17.67,58.44,LOC587095,insulin-like growth factor-binding protein complex acid labile subunit,3317,9,0.27132951462164606,NW_022145607.1:30975483-30978800,ECB-GENEPAGE-23128011,Sp-Tlr167|SPU_004792,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR"
NW-022145607.1:30953157-30976535,22.82,37.26,22.4,13.53,LOC763096,relaxin receptor 1-like,37534,10165,27.08211221825545,NW_022145607.1:30925788-30963322,ECB-GENEPAGE-23128007,SPU_002036|SPU_003491|Sp-RtL_35|SPU_013787|reverse transcriptase-like-35,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:21494862-21494868,31.67,59.67,19.17,78.67,LOC754278,MAGUK p55 subfamily member 7,75263,6,0.007972044696597265,NW_022145613.1:21473828-21549091,ECB-GENEPAGE-23177036, palmitoylated 5 (MAGUK p55 subfamily member 5) membrane protein |Sp-Mpp5|SPU_023432|SPU_003457|SPU_003456|LOC110983605,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:9601903-9624705,14.77,11.8,7.86,13.87,LOC579559,60S ribosomal protein L12,6266,6266,100.0,NW_022145606.1:9614484-9620750,ECB-GENEPAGE-23115561,SPU_020487,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:11215248-11238031,27.88,34.99,12.66,14.74,LOC105438802,uncharacterized LOC105438802,2746,2746,100.0,NW_022145598.1:11218218-11220964,ECB-GENEPAGE-23058971,n/a,partially curated,n/a,GO:0016020,n/a,n/a
NW-022145598.1:11215248-11238031,27.88,34.99,12.66,14.74,LOC105438801,tripartite motif-containing protein 59-like,3930,3930,100.0,NW_022145598.1:11227687-11231617,ECB-GENEPAGE-23058975,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:11215248-11238031,27.88,34.99,12.66,14.74,LOC593081,"actin, cytoplasmic-like",5074,1305,25.71935356720536,NW_022145598.1:11236726-11241800,ECB-GENEPAGE-23058979,Sp-Act_2|SPU_021546|actin-2,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:43618416-43640882,19.01,30.32,10.59,21.57,LOC100892411,uncharacterized LOC100892411,64368,22466,34.90243599304002,NW_022145606.1:43576780-43641148,ECB-GENEPAGE-23120836,SPU_017402,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:14249336-14271142,9.09,5.35,7.25,6.81,LOC115927603,E3 ubiquitin-protein ligase TRIM33-like,3054,3054,100.0,NW_022145606.1:14258550-14261604,ECB-GENEPAGE-23116359,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:26946015-26967030,25.57,22.23,12.78,20.74,LOC752279,protein dispatched homolog 3,47741,15564,32.60090907186695,NW_022145601.1:26913838-26961579,ECB-GENEPAGE-23085259,SPU_020486|SPU_008515|SPU_005067,partially curated,n/a,n/a,n/a,n/a
NW-022145597.1:1762421-1783235,37.06,13.01,10.82,11.0,LOC588535,uncharacterized LOC588535,2407,2407,100.0,NW_022145597.1:1769796-1772203,ECB-GENEPAGE-23049952,SPU_022895|Sp-Hypp_2637|SPU_016560|Sp-TpaseL_8,partially curated,n/a,n/a,n/a,n/a
NW-022145597.1:1762421-1783235,37.06,13.01,10.82,11.0,LOC115922546,vicilin-like seed storage protein At2g18540,5455,5455,100.0,NW_022145597.1:1775333-1780788,ECB-GENEPAGE-23049956,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145597.1:1762421-1783235,37.06,13.01,10.82,11.0,LOC115922810,uncharacterized LOC115922810,1210,1210,100.0,NW_022145597.1:1768545-1769755,ECB-GENEPAGE-23049948,SPU_025741|Sp-RtL_8,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:27731362-27752006,15.47,25.19,8.85,13.47,LOC115924204,uncharacterized LOC115924204,8034,8034,100.0,NW_022145600.1:27743323-27751357,ECB-GENEPAGE-23077417,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:27731362-27752006,15.47,25.19,8.85,13.47,LOC115924169,uncharacterized LOC115924169,7240,7240,100.0,NW_022145600.1:27736117-27743357,ECB-GENEPAGE-23077413,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4867053-4887624,41.19,31.65,36.88,49.06,LOC115919000,uncharacterized LOC115919000,17211,12432,72.23287432455987,NW_022145609.1:4862274-4879485,ECB-GENEPAGE-23131345,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4867053-4887624,41.19,31.65,36.88,49.06,LOC763418,uncharacterized LOC763418,45543,6561,14.406165601739016,NW_022145609.1:4881063-4926606,ECB-GENEPAGE-23131350,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:5885031-5904961,45.98,37.01,20.81,14.5,LOC584637,galectin-3-binding protein B,7612,7523,98.83079348397268,NW_022145606.1:5884942-5892554,ECB-GENEPAGE-23114907,Scavenger receptor cysteine-rich domain containing 229|Sp-Srcr229|programmed cell death 6 interacting protein|SPU_009210|Sp-Pdcd6ip_2,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:20555855-20555863,44.62,49.62,23.88,35.12,LOC591789,"bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial",24366,8,0.03283263563982598,NW_022145612.1:20551741-20576107,ECB-GENEPAGE-23161710,Sp-Dcdsh_3|SPU_021965|D-cysteine desulfhydrase-3,partially curated,n/a,n/a,KEGG:spu:591789,n/a
NW-022145596.1:12886364-12886368,16.25,42.5,23.5,56.75,LOC578491,OFD1 centriole and centriolar satellite protein,41845,4,0.009559087107181265,NW_022145596.1:12846650-12888495,ECB-GENEPAGE-23045428,LOC578491|SPU_002878|Sp-Ofd1L|oral-facial-digital syndrome 1 gene-like|oral-facial-digital syndrome 1 protein homolog|LOC110985942,curated,n/a,n/a,n/a,n/a
NW-022145596.1:12908460-12909140,35.24,51.55,15.56,51.22,LOC100890707,minichromosome maintenance domain containing 2,18178,680,3.7407855649686432,NW_022145596.1:12906043-12924221,ECB-GENEPAGE-23045436,SPU_002071|Sp-C8orf45L|human chromosome 8 open reading frame 45-like; minichromosome maintenance complex component-like|human chromosome 8 open reading frame 45-like|minichromosome maintenance complex component-like|LOC100890707|minichromosome maintenance domain-containing protein 2|LOC110973273,curated,n/a,n/a,n/a,n/a
NW-022145598.1:12238904-12257585,8.7,61.94,20.79,5.82,LOC100893033,EGF-like repeat and discoidin I-like domain-containing protein 3,40900,18681,45.67481662591687,NW_022145598.1:12232162-12273062,ECB-GENEPAGE-23059186,Sp-Hypp_1441|SPU_003301|hypothetical protein-1441,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:32874781-32892838,31.77,25.23,11.99,76.16,LOC592272,CCR4-NOT transcription complex subunit 11,15592,397,2.5461775269368907,NW_022145606.1:32859586-32875178,ECB-GENEPAGE-23119482,SPU_023275,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:32588020-32605929,28.18,33.28,15.96,27.74,LOC582336,peptidyl-prolyl cis-trans isomerase sig-7,33186,17909,53.965527632134034,NW_022145607.1:32573706-32606892,ECB-GENEPAGE-23128188,Sp-Ppil4_2|Sp-Ppil4_1| peptidylprolyl isomerase-like 4|SPU_025210|SPU_009661,partially curated,n/a,n/a,n/a,"Biomineralization,Biomineralization_Cyclophilin,Biomineralization_Cyclophilin"
NW-022145609.1:8807787-8825466,15.25,20.36,7.98,19.02,LOC100893490,histone acetyltransferase KAT6B,16054,14559,90.68767908309455,NW_022145609.1:8810907-8826961,ECB-GENEPAGE-23132195,Sp-Samd1L|SPU_004942|sterile alpha motif domain containing 1-like,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:15581991-15583456,15.41,22.79,7.59,17.88,LOC593255,vacuolar protein sorting-associated protein 13A,88670,1465,1.6521935265591519,NW_022145607.1:15540191-15628861,ECB-GENEPAGE-23125015,Sp-Vps13cL|polyprotein-like-22|Sp-PolypL_122| vacuolar protein sorting 13 homolog C-like|SPU_024126|SPU_028911|SPU_016489|SPU_002669|SPU_011290,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:41825118-41842369,37.01,33.1,14.92,18.63,LOC579310,uncharacterized LOC579310,10451,10259,98.16285522916466,NW_022145607.1:41824926-41835377,ECB-GENEPAGE-23130150,Sp-Hypp_1827|SPU_009156|hypothetical protein-1827,partially curated,n/a,n/a,KEGG:spu:579310,n/a
NW-022145607.1:41825118-41842369,37.01,33.1,14.92,18.63,LOC115918929,"28S ribosomal protein S15, mitochondrial-like",13627,6402,46.98025977838115,NW_022145607.1:41835967-41849594,ECB-GENEPAGE-23130158,SPU_022526,partially curated,n/a,n/a,n/a,n/a
NW-022145614.1:11023266-11027604,19.21,31.97,6.56,15.92,LOC581357,cystine/glutamate transporter,27756,40,0.14411298457991065,NW_022145614.1:10995550-11023306,ECB-GENEPAGE-23183842,Sp-Slc7a11_9|SPU_008804,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145605.1:42042737-42042909,43.14,49.11,7.19,69.76,LOC100888616,protein strawberry notch homolog 1,56798,172,0.3028275643508574,NW_022145605.1:42025052-42081850,ECB-GENEPAGE-23114257,SPU_015180|strawberry notch homolog 1|Sp-Sbnh1,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:41904575-41920270,17.71,22.81,8.12,17.95,LOC756740,uncharacterized LOC756740,9585,6669,69.57746478873239,NW_022145605.1:41913601-41923186,ECB-GENEPAGE-23114179,SPU_005677,partially curated,n/a,"GO:0000775,GO:0005634",n/a,n/a
NW-022145605.1:41859834-41866369,14.75,17.46,8.25,27.56,LOC756734,neurofibromin,70357,6535,9.28834373267763,NW_022145605.1:41840374-41910731,ECB-GENEPAGE-23114164,SPU_018040|Sp-Nf1-3|SPU_001664|neurofibromin 1-3|neurofibromatosis 1-3|Sp-Nf1-2|SPU_005673|neurofibromin 1-2|SPU_014523|SPU_013864,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:24627322-24642970,28.64,30.93,10.53,12.13,LOC115926535,transcription intermediary factor 1-beta-like,2429,2429,100.0,NW_022145605.1:24627371-24629800,ECB-GENEPAGE-23110414,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:24627322-24642970,28.64,30.93,10.53,12.13,LOC105445115,uncharacterized LOC105445115,18573,4788,25.779357131319657,NW_022145605.1:24638182-24656755,ECB-GENEPAGE-23110418,AP1 endonuclease-like|hypothetical protein-1703|Sp-Hypp_1703|SPU_003603|SPU_008620|SPU_007197,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:1349893-1365387,17.19,18.74,10.72,7.71,LOC105438717,uncharacterized LOC105438717,5082,5082,100.0,NW_022145600.1:1351551-1356633,ECB-GENEPAGE-23072340,SPU_023913,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:1349806-1349813,14.14,50.29,19.43,53.57,LOC100889585,uncharacterized LOC100889585,14502,7,0.04826920424768997,NW_022145600.1:1343016-1357518,ECB-GENEPAGE-23072329,pol polyprotein-like-10; calpain-like|Sp-Hypp_2718|SPU_024239|hypothetical protein-2718|Sp-PolppL_10|SPU_001815|pol polyprotein-like-10|calpain-like|Sp-Hypp_1918|SPU_010435|hypothetical protein-1918,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:36589850-36604919,22.12,33.22,9.14,27.37,LOC763802,transitional endoplasmic reticulum ATPase,28902,15069,52.13826032800498,NW_022145609.1:36576557-36605459,ECB-GENEPAGE-23137753,Sp-Nvll_1|SPU_019415|valosin-containing protein,partially curated,n/a,n/a,n/a,"Metalloprotease,Metalloprotease,Metalloprotease"
NW-022145613.1:7678480-7693441,18.38,23.75,10.91,14.51,LOC590026,structural maintenance of chromosomes flexible hinge domain-containing protein 1,12910,273,2.1146398140975986,NW_022145613.1:7693168-7706078,ECB-GENEPAGE-23173874,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:44690233-44704931,13.24,14.78,5.28,16.22,LOC105437221,peptidyl-prolyl cis-trans isomerase G-like,32718,6711,20.51164496607372,NW_022145612.1:44698220-44730938,ECB-GENEPAGE-23167459,natural killer-tumor recognition sequence; cyclophilin-related protein|Sp-Nktr|SPU_015311|natural killer-tumor recognition sequence|cyclophilin-related protein,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:44690233-44704931,13.24,14.78,5.28,16.22,LOC115919396,translin-like,6224,6104,98.0719794344473,NW_022145612.1:44690113-44696337,ECB-GENEPAGE-23167454,Sp-Tsnl|SPU_015304|translin,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:34708589-34722833,51.22,59.77,13.62,31.47,LOC764902,putative ferric-chelate reductase 1,81887,2156,2.6328965525663417,NW_022145609.1:34628858-34710745,ECB-GENEPAGE-23137386,SPU_017328|SPU_007692|Sp-Endrvt14|SPU_005454|endonuclease/reverse transcriptase-14,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:49259115-49273258,37.47,45.64,36.87,29.53,LOC115921423,uncharacterized LOC115921423,3962,3883,98.0060575466936,NW_022145594.1:49269375-49273337,ECB-GENEPAGE-23035074,SPU_013206|Sp-Nlr45|SPU_014688|Sp-Hypp_762,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145594.1:49259115-49273258,37.47,45.64,36.87,29.53,LOC105440432,"NACHT, LRR and PYD domains-containing protein 3-like",19789,199,1.0056091768154025,NW_022145594.1:49239525-49259314,ECB-GENEPAGE-23035070,SPU_014719|Sp-Nlr177|SPU_014761|Sp-Nlr111|Sp-Hypp_2096|SPU_013665|hypothetical protein-2096,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145609.1:16373740-16387804,16.41,20.36,5.83,12.91,LOC581603,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",5250,1182,22.514285714285716,NW_022145609.1:16369672-16374922,ECB-GENEPAGE-23133845,"Sp-St6galnac5_4| alpha-2,6-sialyltransferase| ST6GalNAc V |SPU_028101",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145609.1:16373740-16387804,16.41,20.36,5.83,12.91,LOC593961,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5-like",9155,69,0.7536865101037684,NW_022145609.1:16387735-16396890,ECB-GENEPAGE-23133850,Sp-St6galnac5_3| alpha-2 6-sialyltransferase|SPU_010213,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145606.1:13053578-13067588,14.55,22.53,6.48,16.79,LOC587887,venom protein 302,38356,14010,36.526227969548444,NW_022145606.1:13050684-13089040,ECB-GENEPAGE-23116095,SPU_022954,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:7239340-7253331,29.13,48.37,10.52,13.1,LOC115924320,uncharacterized protein K02A2.6-like,4160,4160,100.0,NW_022145600.1:7241294-7245454,ECB-GENEPAGE-23073634,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:7258636-7262728,29.41,33.42,8.47,28.13,LOC594532,pancreatic triacylglycerol lipase,7528,1224,16.259298618490966,NW_022145600.1:7252332-7259860,ECB-GENEPAGE-23073638,Sp-Pnlip_8|SPU_015113|pancreatic lipase-8|SPU_011331|Sp-Pnlip_7|SPU_015112|pancreatic lipase-7,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:43325838-43339694,46.96,76.28,65.95,32.58,LOC100891047,uncharacterized LOC100891047,14379,10842,75.40162737325265,NW_022145606.1:43328852-43343231,ECB-GENEPAGE-23120769,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7521943-7535688,30.78,47.23,12.04,30.7,LOC115928784,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like,465,465,100.0,NW_022145609.1:7523228-7523693,ECB-GENEPAGE-23131870,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7521943-7535688,30.78,47.23,12.04,30.7,LOC105438964,missing,8391,1242,14.80157311405077,NW_022145609.1:7514794-7523185,ECB-GENEPAGE-23131870,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7521943-7535688,30.78,47.23,12.04,30.7,LOC100889344,missing,10166,4854,47.747393271689944,NW_022145609.1:7530834-7541000,ECB-GENEPAGE-23131870,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:34828658-34829106,23.88,29.53,17.81,12.95,LOC762357,protein YIPF1,12254,448,3.6559490778521297,NW_022145609.1:34818642-34830896,ECB-GENEPAGE-23137412,"Sp-Yipf1l| Yip1 domain family, member 1|SPU_009734|LOC110987253",partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:34802953-34803805,31.4,45.24,12.22,70.17,LOC100891530,leucine-rich repeat-containing protein 42,12253,852,6.9533991675508044,NW_022145609.1:34796167-34808420,ECB-GENEPAGE-23137406,Sp-Lrrc42|SPU_010475|leucine-rich repeat containing 42|LOC110978464,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:36244020-36244099,69.16,64.72,14.97,73.46,LOC583987,poly(U)-specific endoribonuclease-A,20078,79,0.3934654846100209,NW_022145598.1:36243884-36263962,ECB-GENEPAGE-23063584,SPU_008319|LOC110982759,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:36260060-36273567,79.85,35.43,22.96,11.23,LOC583967,selenoprotein I,26297,13507,51.36327337719131,NW_022145598.1:36259926-36286223,ECB-GENEPAGE-23063590,LOC583967|Sp-Sel1_1|SPU_023997|Selenoprotein I|Sp-Sel1|SPU_008318|ethanolaminephosphotransferase 1|LOC110982737,curated,n/a,n/a,n/a,"Metabolism,Metabolism_Lipid,Metabolism_Lipid"
NW-022145601.1:15872915-15874290,42.91,50.7,10.75,38.11,LOC105447195,uncharacterized LOC105447195,1434,349,24.337517433751742,NW_022145601.1:15871830-15873264,ECB-GENEPAGE-23082923,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:13635725-13648979,11.9,32.09,12.91,13.09,LOC105445289,uncharacterized LOC105445289,5367,4295,80.02608533631451,NW_022145607.1:13634653-13640020,ECB-GENEPAGE-23124645,Sp-Trpa1L|SPU_002748|transient receptor potential cation channel|subfamily A|member 1-like,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:35629778-35642945,11.53,17.89,6.28,13.66,LOC594795,uncharacterized LOC594795,33038,3995,12.092136327864884,NW_022145598.1:35600735-35633773,ECB-GENEPAGE-23063462,SPU_021582,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:35629778-35642945,11.53,17.89,6.28,13.66,LOC579122,extracellular signal-regulated kinase 2,17673,5149,29.134838454139082,NW_022145598.1:35637796-35655469,ECB-GENEPAGE-23063473,Sp-Mapk15_1|SPU_006869|mitogen activated protein kinase 15|ERK-7|Sp-Hypp_2810|SPU_026004|hypothetical protein-2810|serine/threonine kinase-like,partially curated,n/a,n/a,n/a,"Kinase,Kinase_CMGC,Kinase_CMGC"
NW-022145612.1:29858763-29858801,23.87,53.63,17.89,52.61,LOC100893626,uncharacterized LOC100893626,28424,38,0.1336898395721925,NW_022145612.1:29851308-29879732,ECB-GENEPAGE-23164191,FAT tumor suppressor homolog 3-like |hypothetical protein-573|Sp-Hypp_573|SPU_009256,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:35943897-35948459,32.22,38.13,13.25,31.77,LOC591544,akirin-2,10525,4562,43.344418052256536,NW_022145607.1:35940632-35951157,ECB-GENEPAGE-23129018,SPU_025475|akirin 2|human chromosome 6 open readin frame 166-like|SPU_011715|Sp-Akirin2|LOC110974584,partially curated,n/a,GO:0005634,KEGG:spu:591544,n/a
NW-022145604.1:32707103-32719981,16.29,17.16,7.0,19.47,LOC115926237,enkurin-like,3042,2944,96.7784352399737,NW_022145604.1:32707005-32710047,ECB-GENEPAGE-23104364,SPU_007671,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:32707103-32719981,16.29,17.16,7.0,19.47,LOC115926238,26S proteasome regulatory subunit 8,12399,7658,61.76304540688765,NW_022145604.1:32712323-32724722,ECB-GENEPAGE-23104369,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:20473456-20486226,14.01,15.19,6.13,16.59,LOC576511,centrosomal protein of 135 kDa,39322,9841,25.026702609226387,NW_022145596.1:20476385-20515707,ECB-GENEPAGE-23046949,SPU_018299|SPU_014646|Sp-Cep135|SPU_018300|centrosomal protein 135,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:20018712-20021960,10.34,17.31,10.02,34.68,LOC585890,CCR4-NOT transcription complex subunit 9,15297,3248,21.232921487873437,NW_022145604.1:20011750-20027047,ECB-GENEPAGE-23102100,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:22272678-22285385,22.2,38.02,11.06,76.68,LOC578254,adaptin ear-binding coat-associated protein 1,15126,12707,84.00766891445194,NW_022145601.1:22272474-22287600,ECB-GENEPAGE-23084306,Sp-Necap1|SPU_017128|NECAP endocytosis associated 1|LOC110979007,partially curated,n/a,n/a,n/a,n/a
