ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23106190	ECB-GENE-23106191	LOC590961	KEGG:spu:590961
ECB-GENEPAGE-23106211	ECB-GENE-23106212	LOC592634	KEGG:spu:592634
ECB-GENEPAGE-23106266	ECB-GENE-23106267	serca	KEGG:spu:581565
ECB-GENEPAGE-23106340	ECB-GENE-23106341	LOC594204	KEGG:spu:594204
ECB-GENEPAGE-23106359	ECB-GENE-23106360	LOC583069	KEGG:spu:583069
ECB-GENEPAGE-23106452	ECB-GENE-23106453	LOC100894067	KEGG:spu:100894067
ECB-GENEPAGE-23106674	ECB-GENE-23106675	LOC585839	KEGG:spu:585839
ECB-GENEPAGE-23106680	ECB-GENE-23106681	LOC585815	KEGG:spu:585815
ECB-GENEPAGE-23106800	ECB-GENE-23106801	mapk1	KEGG:spu:373525
ECB-GENEPAGE-23106818	ECB-GENE-23106819	LOC591467	KEGG:spu:591467
ECB-GENEPAGE-23107059	ECB-GENE-23107060	ufd1	KEGG:spu:579272
ECB-GENEPAGE-23107115	ECB-GENE-23107116	LOC580577	KEGG:spu:580577
ECB-GENEPAGE-23107144	ECB-GENE-23107145	LOC582604	KEGG:spu:582604
ECB-GENEPAGE-23107234	ECB-GENE-23107235	LOC593617	KEGG:spu:593617
ECB-GENEPAGE-23107257	ECB-GENE-23107258	aacs	KEGG:spu:590598
ECB-GENEPAGE-23107288	ECB-GENE-23107289	shpk	KEGG:spu:585626
ECB-GENEPAGE-23107361	ECB-GENE-23107362	tufm	KEGG:spu:583958
ECB-GENEPAGE-23107433	ECB-GENE-23107434	LOC576051	KEGG:spu:576051
ECB-GENEPAGE-23107483	ECB-GENE-23107484	LOC593211	KEGG:spu:593211
ECB-GENEPAGE-23107495	ECB-GENE-23107496	LOC593174	KEGG:spu:593174
ECB-GENEPAGE-23107656	ECB-GENE-23107657	LOC753537	KEGG:spu:753537
ECB-GENEPAGE-23107710	ECB-GENE-23107711	LOC590358	KEGG:spu:590358
ECB-GENEPAGE-23107735	ECB-GENE-23107736	LOC764479	KEGG:spu:100893688,KEGG:spu:764479
ECB-GENEPAGE-23107886	ECB-GENE-23107887	LOC582320	KEGG:spu:582320
ECB-GENEPAGE-23107918	ECB-GENE-23107919	LOC592372	KEGG:spu:592372
ECB-GENEPAGE-23107926	ECB-GENE-23107927	LOC105441495	KEGG:spu:105441495
ECB-GENEPAGE-23108023	ECB-GENE-23108024	nanos2l	KEGG:spu:751842
ECB-GENEPAGE-23108185	ECB-GENE-23108186	morn3	KEGG:spu:577234
ECB-GENEPAGE-23108200	ECB-GENE-23108201	mvp	KEGG:spu:575735
ECB-GENEPAGE-23108350	ECB-GENE-23108351	LOC100888533	KEGG:spu:100888533
ECB-GENEPAGE-23108355	ECB-GENE-23108356	LOC100888601	KEGG:spu:100888601
ECB-GENEPAGE-23108376	ECB-GENE-23108377	LOC100889104	KEGG:spu:100889104
ECB-GENEPAGE-23108385	ECB-GENE-23108386	LOC583015	KEGG:spu:583015
ECB-GENEPAGE-23108405	ECB-GENE-23108406	cdipt	KEGG:spu:593468
ECB-GENEPAGE-23108480	ECB-GENE-23108481	LOC582600	KEGG:spu:582600
ECB-GENEPAGE-23108524	ECB-GENE-23108525	LOC588148	KEGG:spu:588148
ECB-GENEPAGE-23108571	ECB-GENE-23108572	LOC373239	KEGG:spu:373239
ECB-GENEPAGE-23108578	ECB-GENE-23108579	tgfbil	KEGG:spu:592811
ECB-GENEPAGE-23108604	ECB-GENE-23108605	tekt1	KEGG:spu:576964
ECB-GENEPAGE-23108619	ECB-GENE-23108620	LOC100893621	KEGG:spu:100893621
ECB-GENEPAGE-23108805	ECB-GENE-23108806	LOC586178	KEGG:spu:586178
ECB-GENEPAGE-23108900	ECB-GENE-23108901	LOC100892255	KEGG:spu:100892255
ECB-GENEPAGE-23108922	ECB-GENE-23108923	ift20	KEGG:spu:593465
ECB-GENEPAGE-23108928	ECB-GENE-23108929	LOC593478	KEGG:spu:593478
ECB-GENEPAGE-23108977	ECB-GENE-23108978	rora	KEGG:spu:592902
ECB-GENEPAGE-23109001	ECB-GENE-23109002	iqcd	KEGG:spu:579683
ECB-GENEPAGE-23109006	ECB-GENE-23109007	TPC1	KEGG:spu:579495
ECB-GENEPAGE-23109019	ECB-GENE-23109020	LOC373476	KEGG:spu:373476
ECB-GENEPAGE-23109216	ECB-GENE-23109217	LOC585395	KEGG:spu:585395
ECB-GENEPAGE-23109470	ECB-GENE-23109471	LOC753393	KEGG:spu:753393
ECB-GENEPAGE-23109617	ECB-GENE-23109618	LOC752655	KEGG:spu:752655
ECB-GENEPAGE-23109635	ECB-GENE-23109636	pptc7	KEGG:spu:100891821
ECB-GENEPAGE-23109647	ECB-GENE-23109648	vps29	KEGG:spu:591745
ECB-GENEPAGE-23109747	ECB-GENE-23109748	LOC585297	KEGG:spu:585297
ECB-GENEPAGE-23109766	ECB-GENE-23109767	LOC585517	KEGG:spu:585517
ECB-GENEPAGE-23109821	ECB-GENE-23109822	LOC574614	KEGG:spu:574614
ECB-GENEPAGE-23109840	ECB-GENE-23109841	LOC100893229	KEGG:spu:100893229
ECB-GENEPAGE-23109858	ECB-GENE-23109859	LOC593074	KEGG:spu:593074
ECB-GENEPAGE-23109863	ECB-GENE-23109864	LOC593058	KEGG:spu:593058
ECB-GENEPAGE-23109960	ECB-GENE-23109961	LOC593702	KEGG:spu:593702
ECB-GENEPAGE-23110082	ECB-GENE-23110083	LOC582092	KEGG:spu:582092
ECB-GENEPAGE-23110087	ECB-GENE-23110088	LOC582141	KEGG:spu:582141
ECB-GENEPAGE-23110164	ECB-GENE-23110165	VSOP	KEGG:spu:586317
ECB-GENEPAGE-23110207	ECB-GENE-23110208	LOC588854	KEGG:spu:588854
ECB-GENEPAGE-23110231	ECB-GENE-23110232	LOC762600	KEGG:spu:762600
ECB-GENEPAGE-23110287	ECB-GENE-23110288	med31	KEGG:spu:589842
ECB-GENEPAGE-23110303	ECB-GENE-23110304	LOC105445152	KEGG:spu:105445152
ECB-GENEPAGE-23110337	ECB-GENE-23110338	hpd	KEGG:spu:594130
ECB-GENEPAGE-23110430	ECB-GENE-23110431	LOC581519	KEGG:spu:581519
ECB-GENEPAGE-23110527	ECB-GENE-23110528	piwil3	KEGG:spu:373434
ECB-GENEPAGE-23110542	ECB-GENE-23110543	LOC754340	KEGG:spu:754340
ECB-GENEPAGE-23110572	ECB-GENE-23110573	LOC548623	KEGG:spu:548623
ECB-GENEPAGE-23110807	ECB-GENE-23110808	ostc	KEGG:spu:583491
ECB-GENEPAGE-23110826	ECB-GENE-23110827	ccdc42	KEGG:spu:578832
ECB-GENEPAGE-23110902	ECB-GENE-23110903	tbx2	KEGG:spu:575938
ECB-GENEPAGE-23111141	ECB-GENE-23111142	LOC583558	KEGG:spu:583558
ECB-GENEPAGE-23111539	ECB-GENE-23111540	LOC582389	KEGG:spu:582389
ECB-GENEPAGE-23111644	ECB-GENE-23111645	LOC579116	KEGG:spu:579116
ECB-GENEPAGE-23111948	ECB-GENE-23111949	LOC579249	KEGG:spu:579249
ECB-GENEPAGE-23111972	ECB-GENE-23111973	LOC100891598	KEGG:spu:100891598
ECB-GENEPAGE-23112016	ECB-GENE-23112017	LOC594806	KEGG:spu:594806
ECB-GENEPAGE-23112107	ECB-GENE-23112108	LOC574797	KEGG:spu:574797
ECB-GENEPAGE-23112140	ECB-GENE-23112141	denr	KEGG:spu:100890892
ECB-GENEPAGE-23112188	ECB-GENE-23112189	LOC581572	KEGG:spu:581572
ECB-GENEPAGE-23112203	ECB-GENE-23112204	LOC580733	KEGG:spu:580733
ECB-GENEPAGE-23112295	ECB-GENE-23112296	LOC100890644	KEGG:spu:100890644
ECB-GENEPAGE-23112387	ECB-GENE-23112388	mnd1	KEGG:spu:586414
ECB-GENEPAGE-23112395	ECB-GENE-23112396	LOC105445764	KEGG:spu:105445764
ECB-GENEPAGE-23112408	ECB-GENE-23112409	hr3l	KEGG:spu:578618
ECB-GENEPAGE-23112417	ECB-GENE-23112418	LOC755835	KEGG:spu:755835
ECB-GENEPAGE-23112435	ECB-GENE-23112436	LOC105442321	KEGG:spu:105442321
ECB-GENEPAGE-23112464	ECB-GENE-23112465	LOC105439112	KEGG:spu:105439112
ECB-GENEPAGE-23112507	ECB-GENE-23112508	LOC105440433	KEGG:spu:105440433
ECB-GENEPAGE-23112659	ECB-GENE-23112660	rpl6	KEGG:spu:583048
ECB-GENEPAGE-23112699	ECB-GENE-23112700	LOC574808	KEGG:spu:574808
ECB-GENEPAGE-23112735	ECB-GENE-23112736	phox2al	KEGG:spu:585895
ECB-GENEPAGE-23112756	ECB-GENE-23112757	LOC586893	KEGG:spu:586893
ECB-GENEPAGE-23112814	ECB-GENE-23112815	LOC593673	KEGG:spu:593673
ECB-GENEPAGE-23112846	ECB-GENE-23112847	kiaa2013	KEGG:spu:586026
ECB-GENEPAGE-23112858	ECB-GENE-23112859	LOC586116	KEGG:spu:586116
ECB-GENEPAGE-23112936	ECB-GENE-23112937	LOC105444401	KEGG:spu:105444401
ECB-GENEPAGE-23112947	ECB-GENE-23112948	LOC763319	KEGG:spu:763319
ECB-GENEPAGE-23113029	ECB-GENE-23113030	LOC583196	KEGG:spu:583196
ECB-GENEPAGE-23113045	ECB-GENE-23113046	ift22	KEGG:spu:105444154
ECB-GENEPAGE-23113157	ECB-GENE-23113158	LOC762494	KEGG:spu:762494
ECB-GENEPAGE-23113163	ECB-GENE-23113164	LOC589835	KEGG:spu:589835
ECB-GENEPAGE-23113308	ECB-GENE-23113309	LOC576767	KEGG:spu:576767
ECB-GENEPAGE-23113355	ECB-GENE-23113356	LOC577813	KEGG:spu:577813
ECB-GENEPAGE-23113387	ECB-GENE-23113388	dhrs13	KEGG:spu:589120
ECB-GENEPAGE-23113561	ECB-GENE-23113562	LOC587839	KEGG:spu:587839
ECB-GENEPAGE-23113603	ECB-GENE-23113604	LOC585558	KEGG:spu:585558
ECB-GENEPAGE-23113620	ECB-GENE-23113621	LOC100888669	KEGG:spu:100888669
ECB-GENEPAGE-23113663	ECB-GENE-23113664	LOC583487	KEGG:spu:583487
ECB-GENEPAGE-23113957	ECB-GENE-23113958	LOC593952	KEGG:spu:593952
ECB-GENEPAGE-23113973	ECB-GENE-23113974	LOC575695	KEGG:spu:575695
ECB-GENEPAGE-23114284	ECB-GENE-23114285	LOC580915	KEGG:spu:580915
ECB-GENEPAGE-23114303	ECB-GENE-23114304	LOC578449	KEGG:spu:578449
ECB-GENEPAGE-23114311	ECB-GENE-23114312	LOC585965	KEGG:spu:585965
ECB-GENEPAGE-23114443	ECB-GENE-23114444	tetrakcng	KEGG:spu:574759
ECB-GENEPAGE-23114551	ECB-GENE-23114552	LOC594647	KEGG:spu:594647
ECB-GENEPAGE-23114563	ECB-GENE-23114564	pxmp4	KEGG:spu:594649
ECB-GENEPAGE-23114596	ECB-GENE-23114597	LOC100891602	KEGG:spu:100891602
ECB-GENEPAGE-23114628	ECB-GENE-23114629	LOC105446460	KEGG:spu:105446460
ECB-GENEPAGE-23114701	ECB-GENE-23114702	LOC105438408	KEGG:spu:105438408
ECB-GENEPAGE-23115184	ECB-GENE-23115185	LOC100890450	KEGG:spu:100890450
ECB-GENEPAGE-23115300	ECB-GENE-23115301	LOC580044	KEGG:spu:580044
ECB-GENEPAGE-23115325	ECB-GENE-23115326	LOC752758	KEGG:spu:752758
ECB-GENEPAGE-23115471	ECB-GENE-23115472	LOC105447469	KEGG:spu:105447469
ECB-GENEPAGE-23115497	ECB-GENE-23115498	LOC594090	KEGG:spu:594090
ECB-GENEPAGE-23115840	ECB-GENE-23115841	LOC100891142	KEGG:spu:100891142
ECB-GENEPAGE-23116071	ECB-GENE-23116072	LOC590365	KEGG:spu:590365
ECB-GENEPAGE-23116167	ECB-GENE-23116168	LOC590463	KEGG:spu:590463
ECB-GENEPAGE-23116335	ECB-GENE-23116336	LOC105439742	KEGG:spu:105439742
ECB-GENEPAGE-23116398	ECB-GENE-23116399	LOC105438510	KEGG:spu:105438510
ECB-GENEPAGE-23116652	ECB-GENE-23116653	LOC578150	KEGG:spu:578150
ECB-GENEPAGE-23116723	ECB-GENE-23116724	LOC100887940	KEGG:spu:100887940
ECB-GENEPAGE-23116852	ECB-GENE-23116853	LOC591984	KEGG:spu:591984
ECB-GENEPAGE-23117035	ECB-GENE-23117036	LOC588238	KEGG:spu:588238
ECB-GENEPAGE-23117182	ECB-GENE-23117183	LOC590821	KEGG:spu:590821
ECB-GENEPAGE-23117221	ECB-GENE-23117222	rp2	KEGG:spu:592510
ECB-GENEPAGE-23117314	ECB-GENE-23117315	LOC587147	KEGG:spu:587147
ECB-GENEPAGE-23117334	ECB-GENE-23117335	LOC100890509	KEGG:spu:100890509
ECB-GENEPAGE-23117530	ECB-GENE-23117531	LOC582785	KEGG:spu:582785
ECB-GENEPAGE-23117608	ECB-GENE-23117609	LOC585534	KEGG:spu:585534
ECB-GENEPAGE-23117663	ECB-GENE-23117664	LOC592708	KEGG:spu:592708
ECB-GENEPAGE-23117793	ECB-GENE-23117794	LOC580384	KEGG:spu:580384
ECB-GENEPAGE-23117908	ECB-GENE-23117909	LOC105442114	KEGG:spu:105442114
ECB-GENEPAGE-23117919	ECB-GENE-23117920	LOC100891726	KEGG:spu:100891726
ECB-GENEPAGE-23117923	ECB-GENE-23117924	LOC100888498	KEGG:spu:100888498
ECB-GENEPAGE-23118248	ECB-GENE-23118249	LOC757299	KEGG:spu:757299
ECB-GENEPAGE-23118254	ECB-GENE-23118255	LOC105443098	KEGG:spu:105443098
ECB-GENEPAGE-23118341	ECB-GENE-23118342	LOC100894106	KEGG:spu:100894106
ECB-GENEPAGE-23118438	ECB-GENE-23118439	LOC584456	KEGG:spu:584456
ECB-GENEPAGE-23118525	ECB-GENE-23118526	LOC575374	KEGG:spu:575374
ECB-GENEPAGE-23118562	ECB-GENE-23118563	LOC100890946	KEGG:spu:100890946
ECB-GENEPAGE-23118568	ECB-GENE-23118569	LOC584972	KEGG:spu:584972
ECB-GENEPAGE-23118638	ECB-GENE-23118639	LOC100893100	KEGG:spu:100893100
ECB-GENEPAGE-23118760	ECB-GENE-23118761	hnf6	KEGG:spu:378468
ECB-GENEPAGE-23118958	ECB-GENE-23118959	LOC578219	KEGG:spu:578219
ECB-GENEPAGE-23119074	ECB-GENE-23119075	LOC100892949	KEGG:spu:100892949
ECB-GENEPAGE-23119276	ECB-GENE-23119277	LOC100888570	KEGG:spu:100888570
ECB-GENEPAGE-23119282	ECB-GENE-23119283	lix1l	KEGG:spu:592910
ECB-GENEPAGE-23119497	ECB-GENE-23119498	LOC583269	KEGG:spu:583269
ECB-GENEPAGE-23119591	ECB-GENE-23119592	LOC579952	KEGG:spu:579952
ECB-GENEPAGE-23119729	ECB-GENE-23119730	LOC100888243	KEGG:spu:100888243
ECB-GENEPAGE-23119753	ECB-GENE-23119754	foxn4	KEGG:spu:584374
ECB-GENEPAGE-23120853	ECB-GENE-23120854	LOC586636	KEGG:spu:586636
ECB-GENEPAGE-23120908	ECB-GENE-23120909	LOC576760	KEGG:spu:576760
ECB-GENEPAGE-23120958	ECB-GENE-23120959	LOC580522	KEGG:spu:580522
ECB-GENEPAGE-23121198	ECB-GENE-23121199	LOC586856	KEGG:spu:586856
ECB-GENEPAGE-23121373	ECB-GENE-23121374	LOC589083	KEGG:spu:589083
ECB-GENEPAGE-23121972	ECB-GENE-23121973	ficd	KEGG:spu:592580
ECB-GENEPAGE-23121984	ECB-GENE-23121985	mfsd5	KEGG:spu:574704
ECB-GENEPAGE-23121989	ECB-GENE-23121990	rpl15	KEGG:spu:574664
ECB-GENEPAGE-23122304	ECB-GENE-23122305	LOC105437921	KEGG:spu:105437921
ECB-GENEPAGE-23122709	ECB-GENE-23122710	LOC105441123	KEGG:spu:105441123
ECB-GENEPAGE-23122840	ECB-GENE-23122841	LOC581836	KEGG:spu:581836
ECB-GENEPAGE-23122896	ECB-GENE-23122897	LOC588503	KEGG:spu:588503
ECB-GENEPAGE-23123052	ECB-GENE-23123053	LOC579785	KEGG:spu:579785
ECB-GENEPAGE-23123180	ECB-GENE-23123181	LOC574628	KEGG:spu:574628
ECB-GENEPAGE-23123509	ECB-GENE-23123510	dnajb13	KEGG:spu:593917
ECB-GENEPAGE-23123532	ECB-GENE-23123533	runx2	KEGG:spu:373468
ECB-GENEPAGE-23123555	ECB-GENE-23123556	runx2l	KEGG:spu:576197
ECB-GENEPAGE-23123591	ECB-GENE-23123592	LOC105439488	KEGG:spu:105439488
ECB-GENEPAGE-23123762	ECB-GENE-23123763	LOC105436587	KEGG:spu:105436587
ECB-GENEPAGE-23123896	ECB-GENE-23123897	LOC105445616	KEGG:spu:105445616
ECB-GENEPAGE-23123993	ECB-GENE-23123994	gtf2e1	KEGG:spu:585636
ECB-GENEPAGE-23123999	ECB-GENE-23124000	fzd9	KEGG:spu:585651
ECB-GENEPAGE-23124044	ECB-GENE-23124045	LOC584969	KEGG:spu:584969,KEGG:spu:588626
ECB-GENEPAGE-23124161	ECB-GENE-23124162	LOC588626	KEGG:spu:584969,KEGG:spu:588626
ECB-GENEPAGE-23124185	ECB-GENE-23124186	LOC581852	KEGG:spu:581852
ECB-GENEPAGE-23124458	ECB-GENE-23124459	vta1	KEGG:spu:586454
ECB-GENEPAGE-23124847	ECB-GENE-23124848	LOC100891618	KEGG:spu:100891618
ECB-GENEPAGE-23124868	ECB-GENE-23124869	LOC583919	KEGG:spu:583919
ECB-GENEPAGE-23124930	ECB-GENE-23124931	LOC575877	KEGG:spu:575877
ECB-GENEPAGE-23125094	ECB-GENE-23125095	LOC590787	KEGG:spu:590787
ECB-GENEPAGE-23125127	ECB-GENE-23125128	LOC584496	KEGG:spu:584496
ECB-GENEPAGE-23125287	ECB-GENE-23125288	LOC105436901	KEGG:spu:105436901
ECB-GENEPAGE-23125291	ECB-GENE-23125292	LOC588161	KEGG:spu:588161
ECB-GENEPAGE-23125368	ECB-GENE-23125369	LOC105436903	KEGG:spu:105436903
ECB-GENEPAGE-23125394	ECB-GENE-23125395	LOC590268	KEGG:spu:590268
ECB-GENEPAGE-23125517	ECB-GENE-23125518	LOC588672	KEGG:spu:588672
ECB-GENEPAGE-23125563	ECB-GENE-23125564	LOC589772	KEGG:spu:589772
ECB-GENEPAGE-23125569	ECB-GENE-23125570	LOC100893048	KEGG:spu:100893048
ECB-GENEPAGE-23125631	ECB-GENE-23125632	LOC582621	KEGG:spu:582621
ECB-GENEPAGE-23125713	ECB-GENE-23125714	LOC105440991	KEGG:spu:105440991
ECB-GENEPAGE-23125717	ECB-GENE-23125718	LOC576818	KEGG:spu:576818
ECB-GENEPAGE-23125737	ECB-GENE-23125738	LOC580179	KEGG:spu:580179
ECB-GENEPAGE-23125765	ECB-GENE-23125766	LOC590500	KEGG:spu:590500
ECB-GENEPAGE-23125873	ECB-GENE-23125874	LOC581049	KEGG:spu:581049
ECB-GENEPAGE-23125923	ECB-GENE-23125924	LOC100892960	KEGG:spu:100892960
ECB-GENEPAGE-23125982	ECB-GENE-23125983	LOC100892759	KEGG:spu:100892759
ECB-GENEPAGE-23126004	ECB-GENE-23126005	tent5c	KEGG:spu:594195
ECB-GENEPAGE-23126029	ECB-GENE-23126030	LOC100893184	KEGG:spu:100893184
ECB-GENEPAGE-23126253	ECB-GENE-23126254	LOC592403	KEGG:spu:592403
ECB-GENEPAGE-23126299	ECB-GENE-23126300	LOC577704	KEGG:spu:577704
ECB-GENEPAGE-23126336	ECB-GENE-23126337	LOC587408	KEGG:spu:587408
ECB-GENEPAGE-23126390	ECB-GENE-23126391	LOC593482	KEGG:spu:593482
ECB-GENEPAGE-23126451	ECB-GENE-23126452	LOC577002	KEGG:spu:577002
ECB-GENEPAGE-23126476	ECB-GENE-23126477	LOC589690	KEGG:spu:589690
ECB-GENEPAGE-23126501	ECB-GENE-23126502	LOC576160	KEGG:spu:576160
ECB-GENEPAGE-23126528	ECB-GENE-23126529	LOC582916	KEGG:spu:582916
ECB-GENEPAGE-23126552	ECB-GENE-23126553	LOC583081	KEGG:spu:583081
ECB-GENEPAGE-23126620	ECB-GENE-23126621	LOC100890468	KEGG:spu:100890468
ECB-GENEPAGE-23126626	ECB-GENE-23126627	LOC575660	KEGG:spu:575660
ECB-GENEPAGE-23126719	ECB-GENE-23126720	LOC581106	KEGG:spu:581106
ECB-GENEPAGE-23126874	ECB-GENE-23126875	ube2j1	KEGG:spu:587822
ECB-GENEPAGE-23127000	ECB-GENE-23127001	LOC105444511	KEGG:spu:105444511
ECB-GENEPAGE-23127004	ECB-GENE-23127005	LOC105444510	KEGG:spu:105444510
ECB-GENEPAGE-23127067	ECB-GENE-23127068	LOC100893845	KEGG:spu:100893845
ECB-GENEPAGE-23127236	ECB-GENE-23127237	LOC582011	KEGG:spu:582011
ECB-GENEPAGE-23127396	ECB-GENE-23127397	LOC100888096	KEGG:spu:100888096
ECB-GENEPAGE-23127412	ECB-GENE-23127413	LOC584492	KEGG:spu:584492
ECB-GENEPAGE-23127425	ECB-GENE-23127426	LOC585659	KEGG:spu:585659
ECB-GENEPAGE-23127492	ECB-GENE-23127493	LOC764065	KEGG:spu:764065
ECB-GENEPAGE-23127650	ECB-GENE-23127651	LOC575201	KEGG:spu:575201
ECB-GENEPAGE-23127873	ECB-GENE-23127874	LOC588493	KEGG:spu:588493
ECB-GENEPAGE-23127970	ECB-GENE-23127971	vbp1	KEGG:spu:593366
ECB-GENEPAGE-23127987	ECB-GENE-23127988	KATNA1	KEGG:spu:373368
ECB-GENEPAGE-23128038	ECB-GENE-23128039	LOC105447576	KEGG:spu:105447576
ECB-GENEPAGE-23128144	ECB-GENE-23128145	LOC105443509	KEGG:spu:105443509
ECB-GENEPAGE-23128358	ECB-GENE-23128359	prdm1	KEGG:spu:751833
ECB-GENEPAGE-23128514	ECB-GENE-23128515	LOC105439035	KEGG:spu:105439035
ECB-GENEPAGE-23128592	ECB-GENE-23128593	LOC574851	KEGG:spu:574851
ECB-GENEPAGE-23128623	ECB-GENE-23128624	LOC105437958	KEGG:spu:105437958
ECB-GENEPAGE-23128717	ECB-GENE-23128718	LOC580572	KEGG:spu:580572
ECB-GENEPAGE-23129018	ECB-GENE-23129019	LOC591544	KEGG:spu:591544
ECB-GENEPAGE-23129165	ECB-GENE-23129166	LOC583263	KEGG:spu:583263
ECB-GENEPAGE-23129234	ECB-GENE-23129235	slc16a6.7	KEGG:spu:752956
ECB-GENEPAGE-23129304	ECB-GENE-23129305	LOC581917	KEGG:spu:581917
ECB-GENEPAGE-23129495	ECB-GENE-23129496	LOC582862	KEGG:spu:582862
ECB-GENEPAGE-23129527	ECB-GENE-23129528	pou1f1	KEGG:spu:577601
ECB-GENEPAGE-23129640	ECB-GENE-23129641	LOC100891375	KEGG:spu:100891375
ECB-GENEPAGE-23129833	ECB-GENE-23129834	LOC584413	KEGG:spu:584413
ECB-GENEPAGE-23129881	ECB-GENE-23129882	LOC100888023	KEGG:spu:100888023
ECB-GENEPAGE-23129891	ECB-GENE-23129892	dlp	KEGG:spu:373242
ECB-GENEPAGE-23130024	ECB-GENE-23130025	LOC753734	KEGG:spu:753734
ECB-GENEPAGE-23130057	ECB-GENE-23130058	znf345l3	KEGG:spu:752772
ECB-GENEPAGE-23130130	ECB-GENE-23130131	LOC577814	KEGG:spu:577814
ECB-GENEPAGE-23130150	ECB-GENE-23130151	LOC579310	KEGG:spu:579310
ECB-GENEPAGE-23130266	ECB-GENE-23130267	LOC578741	KEGG:spu:578741
ECB-GENEPAGE-23130328	ECB-GENE-23130329	LOC587983	KEGG:spu:587983
ECB-GENEPAGE-23130333	ECB-GENE-23130334	gpn2	KEGG:spu:589687
ECB-GENEPAGE-23130535	ECB-GENE-23130536	rab3	KEGG:spu:373320
ECB-GENEPAGE-23130620	ECB-GENE-23130621	LOC587281	KEGG:spu:587281
ECB-GENEPAGE-23130759	ECB-GENE-23130760	LOC586494	KEGG:spu:586494
ECB-GENEPAGE-23130961	ECB-GENE-23130962	st6galnac	KEGG:spu:445330
ECB-GENEPAGE-23131339	ECB-GENE-23131340	LOC590047	KEGG:spu:590047
ECB-GENEPAGE-23131447	ECB-GENE-23131448	LOC585744	KEGG:spu:585744
ECB-GENEPAGE-23131500	ECB-GENE-23131501	LOC757121	KEGG:spu:757121
ECB-GENEPAGE-23131509	ECB-GENE-23131510	LOC585860	KEGG:spu:585860
ECB-GENEPAGE-23131514	ECB-GENE-23131515	LOC105443621	KEGG:spu:105443621
ECB-GENEPAGE-23131525	ECB-GENE-23131526	LOC587670	KEGG:spu:587670
ECB-GENEPAGE-23131662	ECB-GENE-23131663	tctex1d1	KEGG:spu:579302
ECB-GENEPAGE-23131881	ECB-GENE-23131882	LOC580451	KEGG:spu:580451
ECB-GENEPAGE-23132009	ECB-GENE-23132010	ddx4	KEGG:spu:576055
ECB-GENEPAGE-23132023	ECB-GENE-23132024	LOC590683	KEGG:spu:590683
ECB-GENEPAGE-23132028	ECB-GENE-23132029	LOC590697	KEGG:spu:590697
ECB-GENEPAGE-23132073	ECB-GENE-23132074	LOC591304	KEGG:spu:591304
ECB-GENEPAGE-23132129	ECB-GENE-23132130	LOC586765	KEGG:spu:586765
ECB-GENEPAGE-23132200	ECB-GENE-23132201	LOC586643	KEGG:spu:586643
ECB-GENEPAGE-23132259	ECB-GENE-23132260	LOC589943	KEGG:spu:589943
ECB-GENEPAGE-23132384	ECB-GENE-23132385	LOC100889497	KEGG:spu:100889497
ECB-GENEPAGE-23132460	ECB-GENE-23132461	LOC586519	KEGG:spu:586519
ECB-GENEPAGE-23132479	ECB-GENE-23132480	LOC115917971	KEGG:spu:115917971
ECB-GENEPAGE-23132734	ECB-GENE-23132735	LOC105444733	KEGG:spu:105444733
ECB-GENEPAGE-23132782	ECB-GENE-23132783	LOC579926	KEGG:spu:579926
ECB-GENEPAGE-23132907	ECB-GENE-23132908	LOC576363	KEGG:spu:576363
ECB-GENEPAGE-23132927	ECB-GENE-23132928	LOC100893348	KEGG:spu:100893348
ECB-GENEPAGE-23132934	ECB-GENE-23132935	ebna1bp2	KEGG:spu:589889
ECB-GENEPAGE-23132941	ECB-GENE-23132942	LOC100893493	KEGG:spu:100893493
ECB-GENEPAGE-23132994	ECB-GENE-23132995	atp5f1d	KEGG:spu:576006
ECB-GENEPAGE-23133242	ECB-GENE-23133243	LOC100889249	KEGG:spu:100889249
ECB-GENEPAGE-23133339	ECB-GENE-23133340	LOC584640	KEGG:spu:584640
ECB-GENEPAGE-23133373	ECB-GENE-23133374	LOC580662	KEGG:spu:580662
ECB-GENEPAGE-23133691	ECB-GENE-23133692	LOC100887991	KEGG:spu:100887991
ECB-GENEPAGE-23133930	ECB-GENE-23133931	LOC100147806	KEGG:spu:100147806
ECB-GENEPAGE-23133937	ECB-GENE-23133938	LOC100889503	KEGG:spu:100889503
ECB-GENEPAGE-23134158	ECB-GENE-23134159	timm29	KEGG:spu:591534
ECB-GENEPAGE-23134228	ECB-GENE-23134229	foxd4	KEGG:spu:751845
ECB-GENEPAGE-23134338	ECB-GENE-23134339	urod	KEGG:spu:579081
ECB-GENEPAGE-23134358	ECB-GENE-23134359	LOC578949	KEGG:spu:578949
ECB-GENEPAGE-23134400	ECB-GENE-23134401	LOC586684	KEGG:spu:586684
ECB-GENEPAGE-23134614	ECB-GENE-23134615	exosc3	KEGG:spu:575819
ECB-GENEPAGE-23134621	ECB-GENE-23134622	LOC575751	KEGG:spu:575751
ECB-GENEPAGE-23134637	ECB-GENE-23134638	LOC575552	KEGG:spu:575552
ECB-GENEPAGE-23134841	ECB-GENE-23134842	LOC589136	KEGG:spu:589136
